path|file_name|extension|size_bytes|git_status|ignored_by|module|area|source_set|probable_owner|file_role|created_or_first_seen_commit|last_meaningful_commit|current_references|classification|recommended_disposition|confidence|risk_if_removed|evidence|superseded_by|notes
monitor-app/src/main/java/db/migration/V3__trade_journal_add_cancel_event_code.java|V3__trade_journal_add_cancel_event_code.java|.java|3011|tracked||monitor-app|db/migration|main||Flyway migration (Java)|893126a|893126a||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Flyway migration (Java)||Schema migration
monitor-app/src/main/java/db/migration/V4__armed_trade_mode.java|V4__armed_trade_mode.java|.java|1234|tracked||monitor-app|db/migration|main||Flyway migration (Java)|c457038|c457038||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Flyway migration (Java)||Schema migration
monitor-app/src/main/java/db/migration/V5__order_attempt_request_duration.java|V5__order_attempt_request_duration.java|.java|1234|tracked||monitor-app|db/migration|main||Flyway migration (Java)|c457038|8b94d5e||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Flyway migration (Java)||Schema migration
monitor-app/src/main/java/db/migration/V6__armed_trade_sltp.java|V6__armed_trade_sltp.java|.java|1899|tracked||monitor-app|db/migration|main||Flyway migration (Java)|a26f159|043c55a||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Flyway migration (Java)||Schema migration
monitor-app/src/main/java/db/migration/V7__venue_default_latency.java|V7__venue_default_latency.java|.java|1343|tracked||monitor-app|db/migration|main||Flyway migration (Java)|c457038|c38556d||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Flyway migration (Java)||Schema migration
monitor-app/src/main/java/db/migration/V8__liquidity_assessment.java|V8__liquidity_assessment.java|.java|2578|tracked||monitor-app|db/migration|main||Flyway migration (Java)|26146fa|26146fa||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Flyway migration (Java)||Schema migration
monitor-app/src/main/java/db/migration/V9__armed_trade_warmup.java|V9__armed_trade_warmup.java|.java|1606|tracked||monitor-app|db/migration|main||Flyway migration (Java)|c457038|7cc4699||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Flyway migration (Java)||Schema migration
monitor-app/src/main/resources/META-INF/spring.factories|spring.factories|.factories|185|tracked||monitor-app|META-INF|main||Uncategorized: monitor-app/src/main/resources/META-INF/spring.factories|70a038f|0077749||ACTIVE_RUNTIME|KEEP|LOW|MEDIUM|Uncategorized: monitor-app/src/main/resources/META-INF/spring.factories||
monitor-app/src/main/resources/META-INF/spring/org.springframework.boot.env.EnvironmentPostProcessor|org.springframework.boot.env.EnvironmentPostProcessor|.EnvironmentPostProcessor|127|tracked||monitor-app|META-INF/spring|main||Uncategorized: monitor-app/src/main/resources/META-INF/spring/org.springframework.boot.env.EnvironmentPostProcessor|70a038f|0077749||ACTIVE_RUNTIME|KEEP|LOW|MEDIUM|Uncategorized: monitor-app/src/main/resources/META-INF/spring/org.springframework.boot.env.EnvironmentPostProcessor||
monitor-app/src/main/resources/application-local-safe.yml|application-local-safe.yml|.yml|418|tracked||monitor-app|application-local-safe.yml|main||monitor-app local-safe profile|fe2cf72|38820c4||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|HIGH|monitor-app local-safe profile||Development profile
monitor-app/src/main/resources/application-prod-like.yml|application-prod-like.yml|.yml|339|tracked||monitor-app|application-prod-like.yml|main||monitor-app prod-like profile|fe2cf72|0bad861||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|HIGH|monitor-app prod-like profile||Production-like config
monitor-app/src/main/resources/application-staging.yml|application-staging.yml|.yml|338|tracked||monitor-app|application-staging.yml|main||monitor-app staging profile|fe2cf72|0bad861||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|HIGH|monitor-app staging profile||Staging config
monitor-app/src/main/resources/application.yml|application.yml|.yml|279|tracked||monitor-app|application.yml|main||monitor-app base config|a0ca722|f01fa0f||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|monitor-app base config||Spring Boot config
monitor-app/src/main/resources/db/migration/V14__auto_approval_rules.sql|V14__auto_approval_rules.sql|.sql|1170|tracked||monitor-app|db/migration|main||Flyway migration: V14__auto_approval_rules.sql|aac34ce|aac34ce||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Flyway migration: V14__auto_approval_rules.sql||Schema migration SQL
monitor-app/src/main/resources/db/migration/V1__baseline.sql|V1__baseline.sql|.sql|9060|tracked||monitor-app|db/migration|main||Flyway migration: V1__baseline.sql|fe2cf72|fe2cf72||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Flyway migration: V1__baseline.sql||Schema migration SQL
monitor-app/src/main/resources/logback-spring.xml|logback-spring.xml|.xml|1345|tracked||monitor-app|logback-spring.xml|main||monitor-app logging config|b9391a5|b9391a5||ACTIVE_RUNTIME|KEEP|VERIFIED|MEDIUM|monitor-app logging config||Logback config
monitor-app/src/main/resources/platform-core.yml|platform-core.yml|.yml|6022|tracked||monitor-app|platform-core.yml|main||Shared venue credential config|207ce46|aac34ce||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|CRITICAL|Shared venue credential config||Platform config shared by all modules
monitor-app/src/main/resources/static/api.js|api.js|.js|10997|tracked||monitor-app|static|main||Static UI: api.js|a0ca722|4918f9a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: api.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app.js|app.js|.js|26535|tracked||monitor-app|static|main||Static UI: app.js|a0ca722|565745f||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: app.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/components/enrichment-delta.js|enrichment-delta.js|.js|3835|tracked||monitor-app|static/app/components|main||Static UI: enrichment-delta.js|77b1576|77b1576||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: enrichment-delta.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/components/enrichment-timeline.js|enrichment-timeline.js|.js|2214|tracked||monitor-app|static/app/components|main||Static UI: enrichment-timeline.js|6fe54e6|6fe54e6||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: enrichment-timeline.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/components/enrichment-timestamp.js|enrichment-timestamp.js|.js|1313|tracked||monitor-app|static/app/components|main||Static UI: enrichment-timestamp.js|6fe54e6|6fe54e6||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: enrichment-timestamp.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/components/layer-block.js|layer-block.js|.js|2904|tracked||monitor-app|static/app/components|main||Static UI: layer-block.js|6fe54e6|93aed74||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: layer-block.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/components/layer-pipeline.js|layer-pipeline.js|.js|5386|tracked||monitor-app|static/app/components|main||Static UI: layer-pipeline.js|368845c|e349485||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: layer-pipeline.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/components/layer-status-badge.js|layer-status-badge.js|.js|874|tracked||monitor-app|static/app/components|main||Static UI: layer-status-badge.js|6fe54e6|6fe54e6||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: layer-status-badge.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/components/pipeline-viz.js|pipeline-viz.js|.js|4296|tracked||monitor-app|static/app/components|main||Static UI: pipeline-viz.js|82ba2ed|82ba2ed||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: pipeline-viz.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/dom.js|dom.js|.js|2326|tracked||monitor-app|static/app|main||Static UI: dom.js|cc83ddf|185ad37||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: dom.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/glossary.js|glossary.js|.js|425|tracked||monitor-app|static/app|main||Static UI: glossary.js|6fe54e6|6fe54e6||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: glossary.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/screens/auto-approval.js|auto-approval.js|.js|16928|tracked||monitor-app|static/app/screens|main||Static UI: auto-approval.js|aac34ce|ba1165b||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: auto-approval.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/screens/candidates.js|candidates.js|.js|7978|tracked||monitor-app|static/app/screens|main||Static UI: candidates.js|cc83ddf|bb9f165||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: candidates.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/screens/dashboard.js|dashboard.js|.js|16357|tracked||monitor-app|static/app/screens|main||Static UI: dashboard.js|cc83ddf|185ad37||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: dashboard.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/screens/events.js|events.js|.js|11167|tracked||monitor-app|static/app/screens|main||Static UI: events.js|cc83ddf|368845c||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: events.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/screens/history.js|history.js|.js|6708|tracked||monitor-app|static/app/screens|main||Static UI: history.js|cc83ddf|4918f9a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: history.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/screens/settings.js|settings.js|.js|10518|tracked||monitor-app|static/app/screens|main||Static UI: settings.js|4137ce4|e349485||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: settings.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/screens/trades.js|trades.js|.js|7815|tracked||monitor-app|static/app/screens|main||Static UI: trades.js|cc83ddf|9dcbb3b||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: trades.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/screens/venues.js|venues.js|.js|4974|tracked||monitor-app|static/app/screens|main||Static UI: venues.js|cc83ddf|1123548||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: venues.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/shared.js|shared.js|.js|25924|tracked||monitor-app|static/app|main||Static UI: shared.js|cc83ddf|368845c||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: shared.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/state.js|state.js|.js|590|tracked||monitor-app|static/app|main||Static UI: state.js|cc83ddf|565745f||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: state.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/workflows/candidate-detail.js|candidate-detail.js|.js|14682|tracked||monitor-app|static/app/workflows|main||Static UI: candidate-detail.js|cc83ddf|e349485||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: candidate-detail.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/workflows/dev-test-run.js|dev-test-run.js|.js|8513|tracked||monitor-app|static/app/workflows|main||Static UI: dev-test-run.js|6bedabb|431c466||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: dev-test-run.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/workflows/drawer-actions.js|drawer-actions.js|.js|11662|tracked||monitor-app|static/app/workflows|main||Static UI: drawer-actions.js|cc83ddf|c8d9270||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: drawer-actions.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/workflows/event-detail.js|event-detail.js|.js|17939|tracked||monitor-app|static/app/workflows|main||Static UI: event-detail.js|cc83ddf|368845c||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: event-detail.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/workflows/history-detail.js|history-detail.js|.js|6546|tracked||monitor-app|static/app/workflows|main||Static UI: history-detail.js|cc83ddf|8151619||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: history-detail.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/workflows/pipeline.js|pipeline.js|.js|1020|tracked||monitor-app|static/app/workflows|main||Static UI: pipeline.js|cc83ddf|c38556d||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: pipeline.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/workflows/trade-detail.js|trade-detail.js|.js|27515|tracked||monitor-app|static/app/workflows|main||Static UI: trade-detail.js|cc83ddf|368845c||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: trade-detail.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/app/workflows/venue-detail.js|venue-detail.js|.js|10998|tracked||monitor-app|static/app/workflows|main||Static UI: venue-detail.js|cc83ddf|368845c||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: venue-detail.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/history.js|history.js|.js|25598|tracked||monitor-app|static|main||Static UI: history.js|3d73990|77398ee||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: history.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/i18n.js|i18n.js|.js|84349|tracked||monitor-app|static|main||Static UI: i18n.js|c38556d|e349485||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: i18n.js||Vanilla JS monitor UI
monitor-app/src/main/resources/static/index.html|index.html|.html|13221|tracked||monitor-app|static|main||SPA entry point|a0ca722|185ad37||ACTIVE_RUNTIME|KEEP_IMMUTABLE|VERIFIED|HIGH|SPA entry point||Monitor UI HTML
monitor-app/src/main/resources/static/styles.css|styles.css|.css|46432|tracked||monitor-app|static|main||Static UI: styles.css|a0ca722|368845c||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: styles.css||Vanilla JS monitor UI
monitor-app/src/main/resources/static/ui.js|ui.js|.js|11344|tracked||monitor-app|static|main||Static UI: ui.js|a0ca722|26146fa||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Static UI: ui.js||Vanilla JS monitor UI
monitor-app/src/test/java/com/crypto/funding/api/AutoApprovalControllerIntegrationTest.java|AutoApprovalControllerIntegrationTest.java|.java|10093|tracked||monitor-app|api|test||Monitor-app test|aac34ce|c5cce55||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/api/InternalEngineCredentialApiIntegrationTest.java|InternalEngineCredentialApiIntegrationTest.java|.java|5437|tracked||monitor-app|api|test||Monitor-app test|ad4bd22|ad4bd22||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/api/InternalEngineMetricsApiIntegrationTest.java|InternalEngineMetricsApiIntegrationTest.java|.java|5774|tracked||monitor-app|api|test||Monitor-app test|2483502|0a0d1eb||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/api/InternalEngineMetricsDisabledIntegrationTest.java|InternalEngineMetricsDisabledIntegrationTest.java|.java|3399|tracked||monitor-app|api|test||Monitor-app test|2483502|0a0d1eb||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/api/InternalEnginePlanApiIntegrationTest.java|InternalEnginePlanApiIntegrationTest.java|.java|13415|tracked||monitor-app|api|test||Monitor-app test|610d109|f42f41d||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/api/MonitorDevToolsApiIntegrationTest.java|MonitorDevToolsApiIntegrationTest.java|.java|20232|tracked||monitor-app|api|test||Monitor-app test|307e9fd|0bad861||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/api/NewDomainApiIntegrationTest.java|NewDomainApiIntegrationTest.java|.java|20153|tracked||monitor-app|api|test||Monitor-app test|141b49d|ae014d1||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/api/OperatorSecurityIntegrationTest.java|OperatorSecurityIntegrationTest.java|.java|6537|tracked||monitor-app|api|test||Monitor-app test|610d109|0bad861||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/api/VenueDiagnosticsApiIntegrationTest.java|VenueDiagnosticsApiIntegrationTest.java|.java|11312|tracked||monitor-app|api|test||Monitor-app test|0316a70|833b7c2||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/api/VenueRequestTimingMetricsIntegrationTest.java|VenueRequestTimingMetricsIntegrationTest.java|.java|2662|tracked||monitor-app|api|test||Monitor-app test|052a49d|052a49d||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/ai/AiSignalAdvisorServiceTest.java|AiSignalAdvisorServiceTest.java|.java|17740|tracked||monitor-app|application/ai|test||Monitor-app test|c8d9270|aac34ce||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/autoapproval/AutoApprovalPipelineServiceTest.java|AutoApprovalPipelineServiceTest.java|.java|11154|tracked||monitor-app|application/autoapproval|test||Monitor-app test|aac34ce|c5cce55||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/autoapproval/AutoApprovalRuleServiceTest.java|AutoApprovalRuleServiceTest.java|.java|7329|tracked||monitor-app|application/autoapproval|test||Monitor-app test|aac34ce|aac34ce||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/candidate/SignalCandidateWorkflowIntegrationTest.java|SignalCandidateWorkflowIntegrationTest.java|.java|5000|tracked||monitor-app|application/candidate|test||Monitor-app test|0316a70|2bd8aa7||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/engine/planning/EngineEntryAttemptScheduleBuilderTest.java|EngineEntryAttemptScheduleBuilderTest.java|.java|3329|tracked||monitor-app|application/engine/planning|test||Monitor-app test|cc83ddf|7cc4699||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/engine/planning/EnginePlanLookaheadFilterTest.java|EnginePlanLookaheadFilterTest.java|.java|2318|tracked||monitor-app|application/engine/planning|test||Monitor-app test|cc83ddf|cc83ddf||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/engine/planning/EnginePlanStatusCalculatorTest.java|EnginePlanStatusCalculatorTest.java|.java|4591|tracked||monitor-app|application/engine/planning|test||Monitor-app test|cc83ddf|7cc4699||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/engine/planning/EnginePlanSummaryFormatterTest.java|EnginePlanSummaryFormatterTest.java|.java|2781|tracked||monitor-app|application/engine/planning|test||Monitor-app test|cc83ddf|7cc4699||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/monitor/DevTestRunServiceTransactionTest.java|DevTestRunServiceTransactionTest.java|.java|4611|tracked||monitor-app|application/monitor|test||Monitor-app test|2bd8aa7|2bd8aa7||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/monitor/MonitorOverviewServiceTest.java|MonitorOverviewServiceTest.java|.java|14637|tracked||monitor-app|application/monitor|test||Monitor-app test|a0ca722|6fe54e6||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/observability/EngineMetricsSnapshotNormalizerTest.java|EngineMetricsSnapshotNormalizerTest.java|.java|2481|tracked||monitor-app|application/observability|test||Monitor-app test|cc83ddf|cc83ddf||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/observability/EngineMetricsSnapshotViewTest.java|EngineMetricsSnapshotViewTest.java|.java|3016|tracked||monitor-app|application/observability|test||Monitor-app test|cc83ddf|cc83ddf||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/security/CredentialStorageStartupValidatorTest.java|CredentialStorageStartupValidatorTest.java|.java|918|tracked||monitor-app|application/security|test||Monitor-app test|610d109|610d109||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/security/OperatorCredentialServiceResolveTest.java|OperatorCredentialServiceResolveTest.java|.java|5080|tracked||monitor-app|application/security|test||Monitor-app test|ad4bd22|ad4bd22||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/application/venue/InstrumentRegistryServiceTest.java|InstrumentRegistryServiceTest.java|.java|4028|tracked||monitor-app|application/venue|test||Monitor-app test|f01fa0f|610d109||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/config/DotenvEnvironmentPostProcessorTest.java|DotenvEnvironmentPostProcessorTest.java|.java|2712|tracked||monitor-app|config|test||Monitor-app test|0077749|f01fa0f||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/config/MonitorRuntimeProfilesIntegrationTest.java|MonitorRuntimeProfilesIntegrationTest.java|.java|3401|tracked||monitor-app|config|test||Monitor-app test|fe2cf72|0bad861||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/config/SqliteDataDirectoryEnvironmentPostProcessorTest.java|SqliteDataDirectoryEnvironmentPostProcessorTest.java|.java|2616|tracked||monitor-app|config|test||Monitor-app test|0316a70|f01fa0f||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/ai/DeepSeekClientTest.java|DeepSeekClientTest.java|.java|6180|tracked||monitor-app|infrastructure/ai|test||Monitor-app test|4f63b52|4f63b52||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/exchange/bitget/BitgetOrderBookAdapterTest.java|BitgetOrderBookAdapterTest.java|.java|5033|tracked||monitor-app|infrastructure/exchange/bitget|test||Monitor-app test|35b14c6|35b14c6||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/exchange/gate/GateCredentialCheckerTest.java|GateCredentialCheckerTest.java|.java|1990|tracked||monitor-app|infrastructure/exchange/gate|test||Monitor-app test|833b7c2|833b7c2||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/exchange/gate/GateMetadataAdapterTest.java|GateMetadataAdapterTest.java|.java|2947|tracked||monitor-app|infrastructure/exchange/gate|test||Monitor-app test|cbd83ed|cbd83ed||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/exchange/gate/GateOrderBookAdapterTest.java|GateOrderBookAdapterTest.java|.java|3878|tracked||monitor-app|infrastructure/exchange/gate|test||Monitor-app test|35b14c6|35b14c6||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/exchange/okx/OkxMetadataAdapterTest.java|OkxMetadataAdapterTest.java|.java|7111|tracked||monitor-app|infrastructure/exchange/okx|test||Monitor-app test|35b14c6|35b14c6||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/exchange/okx/OkxOrderBookAdapterTest.java|OkxOrderBookAdapterTest.java|.java|4891|tracked||monitor-app|infrastructure/exchange/okx|test||Monitor-app test|35b14c6|35b14c6||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/persistence/MonitorFlywayMigrationIntegrationTest.java|MonitorFlywayMigrationIntegrationTest.java|.java|6621|tracked||monitor-app|infrastructure/persistence|test||Monitor-app test|fe2cf72|aac34ce||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/persistence/NewDomainPersistenceTest.java|NewDomainPersistenceTest.java|.java|9688|tracked||monitor-app|infrastructure/persistence|test||Monitor-app test|141b49d|3396b11||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/source/FundingApiCandidateSourceServiceTest.java|FundingApiCandidateSourceServiceTest.java|.java|14625|tracked||monitor-app|infrastructure/source|test||Monitor-app test|3c60f96|cc83ddf||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/source/FundingApiPayloadFetcherTest.java|FundingApiPayloadFetcherTest.java|.java|4138|tracked||monitor-app|infrastructure/source|test||Monitor-app test|cc83ddf|cc83ddf||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/source/FundingApiSymbolResolverTest.java|FundingApiSymbolResolverTest.java|.java|3830|tracked||monitor-app|infrastructure/source|test||Monitor-app test|cc83ddf|cc83ddf||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/source/FundingObservationMapperTest.java|FundingObservationMapperTest.java|.java|2861|tracked||monitor-app|infrastructure/source|test||Monitor-app test|cc83ddf|cc83ddf||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
monitor-app/src/test/java/com/crypto/funding/infrastructure/source/StalePendingCandidateCleanupServiceTest.java|StalePendingCandidateCleanupServiceTest.java|.java|3201|tracked||monitor-app|infrastructure/source|test||Monitor-app test|cc83ddf|cc83ddf||ACTIVE_TEST|KEEP|VERIFIED|MEDIUM|Monitor-app test||Integration/unit test
